TF	JASPAR ID	Class	Family	Tax Group	IC	GC Content	Target gene hits	Target gene non-hits	Background gene hits	Background gene non-hits	Target TFBS hits	Target TFBS nucleotide rate	Background TFBS hits	Background TFBS nucleotide rate	Z-score	Fisher score	pval	isSig	Component
NFATC2	MA0152.1	Ig-fold	Rel	vertebrates	9.859	0.346	42	30	3031	1969	303	0.0185	19456	0.0189	-0.963	0.358	0.167773761634183	0	152
FOXD1	MA0031.1	Winged Helix-Turn-Helix	Forkhead	vertebrates	11.926	0.275	36	36	2606	2394	191	0.0133	12353	0.0137	-1.102	0.381	0.135230835805823	0	152
TLX1::NFIC	MA0119.1	Helix-Turn-Helix::Other	Homeo::Nuclear Factor I-CCAAT-binding	vertebrates	19.665	0.598	3	69	203	4797	3	0.000367	226	0.000439	-1.24	0.57	0.107487697074587	0	152
RORA_2	MA0072.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	17.425	0.369	10	62	712	4288	15	0.00183	1028	0.002	-1.275	0.535	0.101154620995586	0	152
NKX3-1	MA0124.1	Helix-Turn-Helix	Homeo	vertebrates	11.127	0.179	36	36	2496	2504	207	0.0126	13502	0.0131	-1.399	0.613	0.08090649153258	0	152
ESR1	MA0112.2	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	13.563	0.594	1	71	82	4918	1	0.000175	85	0.000236	-1.447	0.36	0.0739484617845665	0	152
TP53	MA0106.1	Zinc-coordinating	Loop-Sheet-Helix	vertebrates	26.239	0.603	0	72	3	4997	0	0	3	8.33e-06	-1.489	0	0.0682436843673057	0	152
NFKB1	MA0105.1	Ig-fold	Rel	vertebrates	15.627	0.758	12	60	810	4190	19	0.00182	1322	0.00202	-1.492	0.678	0.0678495726689275	0	152
RELA	MA0107.1	Ig-fold	Rel	vertebrates	14.757	0.567	27	45	1501	3499	42	0.00367	2843	0.00394	-1.528	2.225	0.0632562689783454	0	152
TAL1::TCF3	MA0091.1	Zipper-Type	Helix-Loop-Helix	vertebrates	14.07	0.453	22	50	1503	3497	44	0.00461	2963	0.00493	-1.589	0.676	0.0560301963545898	0	152
PPARG	MA0066.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	20.365	0.523	0	72	5	4995	0	0	5	1.39e-05	-1.657	0	0.0487597375466915	0	152
NR2F1	MA0017.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	15.924	0.478	10	62	748	4252	14	0.00171	991	0.00193	-1.688	0.43	0.0457056144705637	0	152
SPIB	MA0081.1	Winged Helix-Turn-Helix	Ets	vertebrates	9.06	0.466	54	18	3513	1487	545	0.0333	35281	0.0343	-1.806	1.466	0.0354591697835807	0	152
HOXA5	MA0158.1	Helix-Turn-Helix	Homeo	vertebrates	8.759	0.315	53	19	3526	1474	630	0.044	40630	0.0451	-1.811	1.094	0.0350704258344285	0	152
PPARG::RXRA	MA0065.2	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	11.663	0.547	21	51	1239	3761	33	0.00432	2255	0.00469	-1.866	1.456	0.0310206827479252	0	152
ESR2	MA0258.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	13.618	0.546	7	65	435	4565	7	0.0011	518	0.00129	-1.867	0.821	0.0309507939257867	0	152
RXRA::VDR	MA0074.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	20.451	0.527	1	71	95	4905	1	0.000131	99	0.000206	-1.874	0.288	0.0304652125570645	0	152
NR1H2::RXRA	MA0115.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	27.878	0.445	0	72	9	4991	0	0	9	2.12e-05	-1.88	0	0.0300540389611998	0	152
NHLH1	MA0048.1	Zipper-Type	Helix-Loop-Helix	vertebrates	14.132	0.674	19	53	1191	3809	29	0.00304	2021	0.00337	-1.939	1.053	0.0262506690796133	0	152
RXR::RAR_DR5	MA0159.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	16.004	0.535	4	68	286	4714	4	0.000594	320	0.000755	-2.041	0.516	0.0206254135481881	0	152
HLF	MA0043.1	Zipper-Type	Leucine Zipper	vertebrates	11.147	0.394	18	54	1084	3916	28	0.00293	1967	0.00328	-2.053	1.237	0.0200362887535907	0	152
HNF4A	MA0114.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	9.617	0.522	18	54	1285	3715	31	0.00352	2242	0.00404	-2.83	0.513	0.00232740020673155	0	152
FOXF2	MA0030.1	Winged Helix-Turn-Helix	Forkhead	vertebrates	14.824	0.334	10	62	797	4203	16	0.00196	1240	0.00241	-3.161	0.315	0.000786142492378202	0	152
ELK1	MA0028.1	Winged Helix-Turn-Helix	Ets	vertebrates	8.812	0.568	43	29	2789	2211	164	0.0143	11165	0.0155	-3.236	1.229	0.000606086920826165	0	152
ELK4	MA0076.1	Winged Helix-Turn-Helix	Ets	vertebrates	14.123	0.583	18	54	1192	3808	23	0.00181	1818	0.00227	-3.326	0.788	0.000440509643084697	0	152
EWSR1-FLI1	MA0149.1	Winged Helix-Turn-Helix	Ets	vertebrates	32.871	0.554	0	72	40	4960	0	0	40	9.99e-05	-3.531	0	0.000206995873967614	1	152
SPI1	MA0080.2	Winged Helix-Turn-Helix	Ets	vertebrates	9.64	0.435	50	22	3191	1809	282	0.0172	19195	0.0186	-3.546	1.635	0.000195563103575076	1	152
Pax4	MA0068.1	Helix-Turn-Helix	Homeo	vertebrates	11.004	0.441	0	72	27	4973	0	0	28	0.000117	-3.791	0	7.5020977114322e-05	1	152
REST	MA0138.2	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	23.134	0.596	0	72	47	4953	0	0	48	0.00014	-4.128	0	1.82966057437206e-05	1	152
SRF	MA0083.1	Other Alpha-Helix	MADS	vertebrates	17.965	0.466	1	71	179	4821	1	0.000105	200	0.000333	-4.315	0.076	7.98014516476468e-06	1	152
NFYA	MA0060.1	Other Alpha-Helix	NFY CCAAT-binding	vertebrates	12.925	0.523	17	55	1217	3783	25	0.00349	1997	0.00443	-4.821	0.507	7.14201786743053e-07	1	152
Myb	MA0100.1	Helix-Turn-Helix	Myb	vertebrates	9.883	0.591	39	33	2723	2277	164	0.0115	11928	0.0132	-5.307	0.565	5.57220889794835e-08	1	152
IRF1	MA0050.1	Winged Helix-Turn-Helix	IRF	vertebrates	16.008	0.383	16	56	1222	3778	25	0.00262	2275	0.00379	-6.467	0.341	4.99838247991197e-11	1	152
Pax5	MA0014.1	Helix-Turn-Helix	Homeo	vertebrates	12.432	0.575	1	71	263	4737	1	0.000175	292	0.00081	-7.614	0.021	1.32870398595843e-14	1	152
Gata1	MA0035.2	Zinc-coordinating	GATA	vertebrates	10.878	0.373	24	8	2940	2060	197	0.0307	15879	0.0235	12.722	3.123	2.23144462952306e-37	1	170
CTCF	MA0139.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	17.205	0.645	11	21	608	4392	14	0.00377	746	0.00191	11.332	6.903	4.55502244913125e-30	1	170
ARID3A	MA0151.1	Helix-Turn-Helix	Arid	vertebrates	9.896	0.062	21	11	3256	1744	409	0.0348	35235	0.0284	10.207	0.584	9.22403091096598e-25	1	170
IRF2	MA0051.1	Winged Helix-Turn-Helix	IRF	vertebrates	21.134	0.412	3	29	179	4821	5	0.00128	196	0.000474	9.7	2.23	1.5074931688102e-22	1	170
Evi1	MA0029.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	17.909	0.28	6	26	414	4586	11	0.00218	555	0.00104	9.314	3.08	6.15533504524865e-21	1	170
Pax4	MA0068.1	Helix-Turn-Helix	Homeo	vertebrates	11.004	0.441	1	31	22	4978	1	0.000426	22	8.87e-05	9.296	1.99	7.29144201996463e-21	1	170
RORA_2	MA0072.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	17.425	0.369	9	23	724	4276	18	0.00357	1069	0.00201	9.221	3.366	1.47171090884719e-20	1	170
FOXO3	MA0157.1	Winged Helix-Turn-Helix	Forkhead	vertebrates	11.734	0.298	23	9	2776	2224	173	0.0196	14520	0.0156	8.593	3.108	4.23637688584411e-18	1	170
SP1	MA0079.2	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	11.129	0.82	22	10	2538	2462	187	0.0265	16413	0.0221	8.059	3.474	3.84605493102615e-16	1	170
HOXA5	MA0158.1	Helix-Turn-Helix	Homeo	vertebrates	8.759	0.315	25	7	3562	1438	464	0.0527	43487	0.0468	7.404	1.349	6.6071211790453e-14	1	170
RXR::RAR_DR5	MA0159.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	16.004	0.535	4	28	277	4723	6	0.00145	313	0.000715	7.197	2.299	3.07758814651047e-13	1	170
NR1H2::RXRA	MA0115.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	27.878	0.445	1	31	21	4979	1	0.000241	21	4.8e-05	7.132	2.031	4.94604373479381e-13	1	170
Lhx3	MA0135.1	Helix-Turn-Helix	Homeo	vertebrates	16.354	0.131	9	23	1165	3835	35	0.00645	2650	0.00463	7.105	1.134	6.01612698122712e-13	1	170
ESR1	MA0112.2	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	13.563	0.594	2	30	77	4923	2	0.000567	79	0.000212	6.34	2.417	1.1488258115603e-10	1	170
RREB1	MA0073.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	22.278	0.623	5	27	304	4696	6	0.0017	372	0.001	5.839	3.137	2.62575348606172e-09	1	170
PBX1	MA0070.1	Helix-Turn-Helix	Homeo	vertebrates	14.641	0.31	7	25	855	4145	19	0.00323	1380	0.00223	5.641	1.197	8.45326810904791e-09	1	170
SOX9	MA0077.1	Other Alpha-Helix	High Mobility Group	vertebrates	9.079	0.358	19	13	2344	2656	99	0.0126	8687	0.0105	5.529	2.22	1.61030672484788e-08	1	170
TBP	MA0108.2	Beta-sheet	TATA-binding	vertebrates	10.086	0.377	16	16	2134	2866	78	0.0166	7026	0.0142	5.446	1.367	2.57575681147949e-08	1	170
Foxd3	MA0041.1	Winged Helix-Turn-Helix	Forkhead	vertebrates	12.945	0.223	16	16	2324	2676	115	0.0196	10535	0.017	5.293	0.888	6.01629601970979e-08	1	170
Nkx2-5	MA0063.1	Helix-Turn-Helix	Homeo	vertebrates	8.27	0.218	24	8	3437	1563	436	0.0433	41885	0.0394	5.292	1.237	6.04929462218018e-08	1	170
PPARG::RXRA	MA0065.2	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	11.663	0.547	11	21	1236	3764	28	0.00596	2283	0.0046	5.287	1.925	6.2169319865411e-08	1	170
ESR2	MA0258.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	13.618	0.546	6	26	458	4542	8	0.00204	546	0.00132	5.224	2.678	8.7549389290134e-08	1	170
ELF5	MA0136.1	Winged Helix-Turn-Helix	Ets	vertebrates	8.693	0.429	23	9	3348	1652	257	0.0328	24392	0.0295	5.172	1.046	1.15800792295527e-07	1	170
GABPA	MA0062.2	Winged Helix-Turn-Helix	Ets	vertebrates	13.335	0.647	18	14	1950	3050	51	0.00796	4367	0.00646	4.953	3.311	3.65389873827729e-07	1	170
SRY	MA0084.1	Other Alpha-Helix	High Mobility Group	vertebrates	9.193	0.238	24	8	2988	2012	228	0.0291	21688	0.0262	4.759	2.899	9.72772178747892e-07	1	170
FOXI1	MA0042.1	Winged Helix-Turn-Helix	Forkhead	vertebrates	13.183	0.263	17	15	2377	2623	111	0.0189	10353	0.0167	4.536	1.125	2.86655899092648e-06	1	170
FEV	MA0156.1	Winged Helix-Turn-Helix	Ets	vertebrates	12.121	0.442	22	10	3111	1889	178	0.0202	16828	0.0181	4.179	1.252	1.46396842895323e-05	1	170
Gfi	MA0038.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	9.47	0.391	19	13	2794	2206	148	0.021	14047	0.0189	4.109	0.876	1.98688038056524e-05	1	170
NF-kappaB	MA0061.1	Ig-fold	Rel	vertebrates	13.345	0.621	14	18	1704	3296	44	0.00624	3851	0.00518	3.916	1.788	4.50151237756399e-05	1	170
HNF1A	MA0046.1	Helix-Turn-Helix	Homeo	vertebrates	15.548	0.259	6	26	612	4388	12	0.00238	938	0.00177	3.864	1.65	5.57726104992282e-05	1	170
Prrx2	MA0075.1	Helix-Turn-Helix	Homeo	vertebrates	9.063	0.027	21	11	3046	1954	273	0.0194	26074	0.0175	3.708	1.012	0.000104451328165862	1	170
SPI1	MA0080.2	Winged Helix-Turn-Helix	Ets	vertebrates	9.64	0.435	23	9	3207	1793	207	0.0206	19831	0.0187	3.706	1.439	0.000105279149067782	1	170
Sox5	MA0087.1	Other Alpha-Helix	High Mobility Group	vertebrates	10.831	0.199	20	12	2639	2361	160	0.0159	15176	0.0143	3.584	1.721	0.000169186041853242	1	170
FOXA1	MA0148.1	Winged Helix-Turn-Helix	Forkhead	vertebrates	12.533	0.332	21	11	2726	2274	139	0.0217	13443	0.0199	3.436	1.967	0.000295185486198211	1	170
Klf4	MA0039.2	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	12.618	0.771	25	7	2774	2226	184	0.0261	18007	0.0242	3.266	4.967	0.000545391247114567	0	170
Pdx1	MA0132.1	Helix-Turn-Helix	Homeo	vertebrates	9.04	0.194	22	10	3127	1873	304	0.0259	29747	0.024	3.257	1.208	0.000562982164724001	0	170
RELA	MA0107.1	Ig-fold	Rel	vertebrates	14.757	0.567	13	19	1461	3539	32	0.00454	2834	0.00381	3.116	2.177	0.000916611362260886	0	170
Tal1::Gata1	MA0140.1	Zipper-Type	Helix-Loop-Helix	vertebrates	11.297	0.451	14	18	1260	3740	25	0.00638	2286	0.00553	3.027	4.051	0.00123496979191171	0	170
Stat3	MA0144.1	Ig-fold	Stat	vertebrates	13.601	0.505	14	18	2019	2981	52	0.00738	4822	0.00648	2.938	0.882	0.00165168511842568	0	170
NHLH1	MA0048.1	Zipper-Type	Helix-Loop-Helix	vertebrates	14.132	0.674	12	20	1125	3875	22	0.00374	1937	0.00312	2.919	3.209	0.00175578111865661	0	170
NKX3-1	MA0124.1	Helix-Turn-Helix	Homeo	vertebrates	11.127	0.179	16	16	2564	2436	151	0.015	14571	0.0137	2.916	0.468	0.00177275250426486	0	170
Spz1	MA0111.1	Other	Other	vertebrates	11.907	0.538	17	15	1372	3628	29	0.00452	2603	0.00385	2.871	6.245	0.00204587762484472	0	170
MZF1_1-4	MA0056.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	8.586	0.725	26	6	3371	1629	416	0.0354	41484	0.0335	2.87	2.726	0.00205235899493975	0	170
Nobox	MA0125.1	Helix-Turn-Helix	Homeo	vertebrates	9.573	0.26	21	11	2760	2240	167	0.019	16312	0.0175	2.84	1.847	0.00225567669154232	0	170
Pax6	MA0069.1	Helix-Turn-Helix	Homeo	vertebrates	13.798	0.432	4	28	257	4743	4	0.000794	294	0.000553	2.643	2.508	0.0041087517643697	0	170
FOXD1	MA0031.1	Winged Helix-Turn-Helix	Forkhead	vertebrates	11.926	0.275	20	12	2696	2304	135	0.0153	13203	0.0142	2.505	1.538	0.00612256966924755	0	170
FOXF2	MA0030.1	Winged Helix-Turn-Helix	Forkhead	vertebrates	14.824	0.334	5	27	831	4169	15	0.00298	1347	0.00253	2.308	0.456	0.0104995682452276	0	170
ELK1	MA0028.1	Winged Helix-Turn-Helix	Ets	vertebrates	8.812	0.568	22	10	2806	2194	116	0.0165	11445	0.0154	2.296	2.27	0.0108379406879732	0	170
STAT1	MA0137.2	Ig-fold	Stat	vertebrates	13.119	0.452	11	21	1292	3708	24	0.00511	2245	0.00453	2.268	1.697	0.0116646033382402	0	170
Sox17	MA0078.1	Other Alpha-Helix	High Mobility Group	vertebrates	10.502	0.384	20	12	2836	2164	139	0.0177	13781	0.0167	2.214	1.144	0.0134143894670732	0	170
YY1	MA0095.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	8.101	0.51	26	6	3462	1538	342	0.0291	34401	0.0277	2.195	2.329	0.0140817988707377	0	170
TAL1::TCF3	MA0091.1	Zipper-Type	Helix-Loop-Helix	vertebrates	14.07	0.453	12	20	1529	3471	33	0.00562	3126	0.00504	2.13	1.378	0.016585806683605	0	170
MAX	MA0058.1	Zipper-Type	Helix-Loop-Helix	vertebrates	12.685	0.571	13	19	1676	3324	36	0.00511	3393	0.00456	2.124	1.382	0.0168350717867035	0	170
NFKB1	MA0105.1	Ig-fold	Rel	vertebrates	15.627	0.758	6	26	783	4217	14	0.00218	1259	0.00186	1.946	0.95	0.025827369805805	0	170
NR3C1	MA0113.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	14.749	0.432	6	26	551	4449	8	0.00204	720	0.00174	1.869	1.999	0.0308114071900533	0	170
PLAG1	MA0163.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	19.352	0.798	3	29	405	4595	6	0.00119	514	0.000967	1.856	0.72	0.0317267790282029	0	170
NFIL3	MA0025.1	Zipper-Type	Leucine Zipper	vertebrates	14.139	0.265	12	20	1364	3636	34	0.00531	3267	0.00483	1.792	1.982	0.036566483005203	0	170
MZF1_5-13	MA0057.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	9.4	0.588	23	9	2698	2302	157	0.0223	15921	0.0214	1.586	3.49	0.0563696547794211	0	170
HNF4A	MA0114.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	9.617	0.522	12	20	1302	3698	24	0.00443	2328	0.00407	1.464	2.256	0.0715969741734186	0	170
USF1	MA0093.1	Zipper-Type	Helix-Loop-Helix	vertebrates	11.29	0.643	12	20	1931	3069	47	0.00467	4576	0.00431	1.437	0.482	0.0753589967733592	0	170
MIZF	MA0131.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	13.197	0.61	3	29	435	4565	6	0.000851	523	0.000703	1.413	0.623	0.0788278620503369	0	170
MEF2A	MA0052.1	Other Alpha-Helix	MADS	vertebrates	15.709	0.179	10	22	1431	3569	34	0.00482	3330	0.00448	1.352	0.828	0.0881876576416452	0	170
CREB1	MA0018.2	Zipper-Type	Leucine Zipper	vertebrates	10.139	0.523	19	13	1860	3140	42	0.00477	4133	0.00444	1.257	4.696	0.10437681779133	0	170
Esrrb	MA0141.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	12.806	0.524	21	11	2099	2901	55	0.00936	5530	0.00892	1.23	5.098	0.109348552425692	0	170
MYC::MAX	MA0059.1	Zipper-Type	Helix-Loop-Helix	vertebrates	14.237	0.602	9	23	720	4280	10	0.00156	941	0.00139	1.154	3.398	0.12425008446329	0	170
NFYA	MA0060.1	Other Alpha-Helix	NFY CCAAT-binding	vertebrates	12.925	0.523	9	23	1217	3783	20	0.00454	1983	0.00426	1.09	0.984	0.137856572032035	0	170
HIF1A::ARNT	MA0259.1	Zipper-Type	Helix-Loop-Helix	vertebrates	9.74	0.657	18	14	2257	2743	78	0.00885	7931	0.00853	0.914	1.966	0.180358422850231	0	170
Arnt	MA0004.1	Zipper-Type	Helix-Loop-Helix	vertebrates	10.992	0.642	13	19	1466	3534	30	0.00255	2964	0.00239	0.848	2.155	0.198218985366048	0	170
NR4A2	MA0160.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	10.165	0.491	23	9	2833	2167	122	0.0138	12537	0.0135	0.822	2.845	0.205538448452604	0	170
Nkx3-2	MA0122.1	Helix-Turn-Helix	Homeo	vertebrates	8.542	0.463	23	9	3106	1894	182	0.0232	18937	0.0229	0.568	1.766	0.285017483968848	0	170
ELK4	MA0076.1	Winged Helix-Turn-Helix	Ets	vertebrates	14.123	0.583	11	21	1321	3679	20	0.00255	2029	0.00245	0.492	1.588	0.311359671770682	0	170
NFE2L2	MA0150.1	Zipper-Type	Leucine Zipper	vertebrates	14.394	0.486	13	19	1177	3823	18	0.00281	1835	0.00271	0.452	3.721	0.325634491220321	0	170
CEBPA	MA0102.2	Zipper-Type	Leucine Zipper	vertebrates	8.712	0.358	20	12	2577	2423	112	0.0143	11654	0.0141	0.436	1.933	0.331418364785329	0	170
INSM1	MA0155.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	14.862	0.667	15	17	1546	3454	35	0.00596	3614	0.00583	0.424	3.146	0.335782906644571	0	170
znf143	MA0088.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	17.541	0.53	3	29	266	4734	3	0.000851	300	0.000806	0.351	1.414	0.362794174199388	0	170
Foxa2	MA0047.2	Winged Helix-Turn-Helix	Forkhead	vertebrates	13.268	0.315	18	14	2370	2630	89	0.0151	9317	0.015	0.251	1.582	0.400907054594193	0	170
RORA_1	MA0071.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	13.19	0.424	13	19	1769	3231	38	0.00539	3974	0.00534	0.152	1.116	0.439593467825761	0	170
Zfp423	MA0116.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	17.925	0.679	11	21	1154	3846	20	0.00426	2091	0.00422	0.134	2.301	0.446701287217547	0	170
HNF1B	MA0153.1	Helix-Turn-Helix	Homeo	vertebrates	16.821	0.222	6	26	833	4167	14	0.00238	1480	0.00239	-0.06	0.803	0.476077817345893	0	170
RXRA::VDR	MA0074.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	20.451	0.527	1	31	103	4897	1	0.000213	107	0.000216	-0.182	0.716	0.42779136295047	0	170
EBF1	MA0154.1	Zipper-Type	Helix-Loop-Helix	vertebrates	11.564	0.648	18	14	2293	2707	75	0.0106	7997	0.0107	-0.301	1.838	0.381707247261589	0	170
HLF	MA0043.1	Zipper-Type	Leucine Zipper	vertebrates	11.147	0.394	9	23	1120	3880	19	0.00323	2046	0.0033	-0.338	1.278	0.36768159388865	0	170
RUNX1	MA0002.2	Ig-fold	Runt	vertebrates	10.401	0.502	22	10	2754	2246	114	0.0178	12147	0.018	-0.357	2.48	0.360545902867473	0	170
NFATC2	MA0152.1	Ig-fold	Rel	vertebrates	9.859	0.346	22	10	3087	1913	194	0.0193	20668	0.0194	-0.364	1.32	0.357929004690417	0	170
Foxq1	MA0040.1	Winged Helix-Turn-Helix	Forkhead	vertebrates	14.07	0.202	10	22	1653	3347	44	0.00687	4748	0.00702	-0.513	0.43	0.303975660346273	0	170
Ar	MA0007.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	15.703	0.498	1	31	114	4886	1	0.000312	116	0.000343	-0.545	0.646	0.292876758805805	0	170
AP1	MA0099.2	Zipper-Type	Leucine Zipper	vertebrates	9.193	0.405	24	8	3291	1709	217	0.0215	23230	0.0219	-0.574	1.694	0.282983900636913	0	170
TLX1::NFIC	MA0119.1	Helix-Turn-Helix::Other	Homeo::Nuclear Factor I-CCAAT-binding	vertebrates	19.665	0.598	2	30	215	4785	2	0.000397	232	0.000437	-0.591	0.905	0.277260210478271	0	170
SPIB	MA0081.1	Winged Helix-Turn-Helix	Ets	vertebrates	9.06	0.466	25	7	3546	1454	342	0.034	36517	0.0344	-0.591	1.399	0.277260210478271	0	170
Nr2e3	MA0164.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	12.028	0.373	9	23	1289	3711	22	0.00218	2542	0.00239	-1.165	0.804	0.122009496419149	0	170
TP53	MA0106.1	Zinc-coordinating	Loop-Sheet-Helix	vertebrates	26.239	0.603	0	32	2	4998	0	0	2	5.38e-06	-1.428	0	0.0766459292606334	0	170
ZEB1	MA0103.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	8.305	0.557	27	5	3549	1451	329	0.028	35841	0.0289	-1.442	2.731	0.0746511868059564	0	170
PPARG	MA0066.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	20.365	0.523	0	32	7	4993	0	0	7	1.88e-05	-1.586	0	0.0563696547794211	0	170
Mycn	MA0104.2	Zipper-Type	Helix-Loop-Helix	vertebrates	11.104	0.699	15	17	1702	3298	34	0.00482	3967	0.00533	-1.882	2.385	0.0299180078185813	0	170
Egr1	MA0162.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	14.456	0.739	12	20	1314	3686	21	0.00328	2533	0.00374	-2.066	2.201	0.0194142397934101	0	170
Myb	MA0100.1	Helix-Turn-Helix	Myb	vertebrates	9.883	0.591	22	10	2716	2284	106	0.012	12011	0.0129	-2.101	2.641	0.01782048312462	0	170
TEAD1	MA0090.1	Helix-Turn-Helix	Homeo	vertebrates	15.678	0.507	9	23	1064	3936	14	0.00238	1743	0.00281	-2.183	1.478	0.0145179050070366	0	170
NR2F1	MA0017.1	Zinc-coordinating	Hormone-nuclear Receptor	vertebrates	15.924	0.478	5	27	756	4244	8	0.00159	1035	0.00195	-2.204	0.609	0.013762172043441	0	170
Tcfcp2l1	MA0145.1	Other	CP2	vertebrates	11.65	0.609	19	13	2146	2854	58	0.0115	6653	0.0125	-2.407	3.085	0.00804208493189844	0	170
Sox2	MA0143.1	Other Alpha-Helix	High Mobility Group	vertebrates	12.951	0.361	6	26	602	4398	6	0.00128	815	0.00164	-2.449	1.703	0.00716267240696782	0	170
ZNF354C	MA0130.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	8.958	0.615	28	4	3538	1462	384	0.0327	42723	0.0345	-2.59	3.741	0.00479879659712618	0	170
Ddit3::Cebpa	MA0019.1	Zipper-Type	Leucine Zipper	vertebrates	11.652	0.483	8	24	1123	3877	16	0.00272	2041	0.00329	-2.668	0.837	0.00381521290476912	0	170
Arnt::Ahr	MA0006.1	Zipper-Type	Helix-Loop-Helix	vertebrates	9.532	0.715	22	10	2772	2228	118	0.01	13754	0.0111	-2.677	2.406	0.00371423174847879	0	170
EWSR1-FLI1	MA0149.1	Winged Helix-Turn-Helix	Ets	vertebrates	32.871	0.554	0	32	54	4946	0	0	54	0.000131	-3.2	0	0.000687137937915848	0	170
REST	MA0138.2	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	23.134	0.596	0	32	47	4953	0	0	47	0.000133	-3.222	0	0.00063649567569369	0	170
T	MA0009.1	Beta-Hairpin-Ribbon	T	vertebrates	17.863	0.452	2	30	360	4640	2	0.000312	409	0.000605	-3.237	0.383	0.000603967058776686	0	170
IRF1	MA0050.1	Winged Helix-Turn-Helix	IRF	vertebrates	16.008	0.383	7	25	1228	3772	18	0.00306	2423	0.00391	-3.622	0.353	0.000146167060751586	1	170
REL	MA0101.1	Ig-fold	Rel	vertebrates	10.515	0.559	17	15	2150	2850	49	0.00695	6084	0.00818	-3.638	1.802	0.000137381712610891	1	170
E2F1	MA0024.1	Winged Helix-Turn-Helix	E2F	vertebrates	13.838	0.625	13	19	1645	3355	27	0.00306	3710	0.00399	-3.927	1.481	4.30059905822803e-05	1	170
Hand1::Tcfe2a	MA0092.1	Zipper-Type	Helix-Loop-Helix	vertebrates	10.144	0.507	21	11	2732	2268	95	0.0135	11459	0.0154	-4.168	1.945	1.53641967390921e-05	1	170
Zfx	MA0146.1	Zinc-coordinating	BetaBetaAlpha-zinc finger	vertebrates	13.077	0.749	19	13	1997	3003	55	0.0109	6866	0.0129	-4.713	3.867	1.22048098509793e-06	1	170
SRF	MA0083.1	Other Alpha-Helix	MADS	vertebrates	17.965	0.466	0	32	169	4831	0	0	191	0.000308	-4.768	0	9.30318919742256e-07	1	170
Pax5	MA0014.1	Helix-Turn-Helix	Homeo	vertebrates	12.432	0.575	1	31	269	4731	1	0.000284	296	0.000796	-4.888	0.187	5.09327652752534e-07	1	170
Pou5f1	MA0142.1	Helix-Turn-Helix	Homeo	vertebrates	14.808	0.308	6	26	691	4309	6	0.00128	1086	0.00219	-5.226	1.282	8.66081792089987e-08	1	170
